"id","name_en","name_ar","name_he","slug","district_1945","subdistrict_1945","district_isr","type_special","pop_1922","pop_1931","type_1945","grp_1945","pop_1945","pal_1945","jsh_1945","change_2016","type_2016","grp_2016","pop_2016","pal_2016","jsh_2016","oth_2016","start","end","lat","lng","map_20k","id_zo","id_pr","id_as","id_old","id_pq","url_pr","url_pq_en","url_pq_ar","notes"
"104","Khirbat al-Buwayra","خربة البويرة","חִ'רְבּת בֻּויַרָה","khirbat-buwayra","Lydda","Ramle","","","","101","Community","Palestinian","190","190","","Depopulated","","","","","","","","1948-07-15","31.873496","35.014871","yes","49042","1295","91","2540","673","al-Ramla/al-Buwayra,-Khirbat","17048/khirbat-al-buwayra","21690/خربة-البويرة",""
"105","Daniyal","دانيال","דַנִיַאל","daniyal","Lydda","Ramle","","","","284","Village","Palestinian","410","410","","Built over","","","","","","","","1948-07-10","31.931362","34.930811","yes","49120","942","66","2541","650","al-Ramla/Daniyal","16969/daniyal","21704/دانيال",""
"106","Dayr Abu Salama","دير أبو سلامة","דֵיר אַבּו סַלַאמה","dayr-abu-salama","Lydda","Ramle","","","30","","Village","Palestinian","60","60","","Depopulated","","","","","","","","1948-07-13","31.949310","34.956891","yes","49101","952","84","2542","651","al-Ramla/Dayr-Abu-Salama","16972/dayr-abu-salama","21705/دير-أبو-سلامة",""
"107","Dayr Ayyub","دير أيوب","דֵיר אַיוּבּ","dayr-ayyub","Lydda","Ramle","","","215","221","Village","Palestinian","320","320","","Depopulated","","","","","","","","1948-05-16","31.827333","35.019070","yes","49102","945","31","2543","652","al-Ramla/Dayr-Ayyub","16978/dayr-ayyub","21707/دير-أيوب",""
"108","Dayr Muhaysin","دير محيسن","דֵיר מֻחיסִן","dayr-muhaysin","Lydda","Ramle","","","","113","Village","Palestinian","460","460","","Depopulated","","","","","","","","1948-04-06","31.828385","34.933223","yes","49107","969","32","2544","653","al-Ramla/Dayr-Muhaysin","16979/dayr-muhaysin","21711/دير-محيسن",""
"109","Dayr Qadis","دير قديس","","dayr-qadis","Lydda","Ramle","West Bank","","299","368","Village","Palestinian","440","440","","Remaining","Village","Palestinian","2485","2485","","","","","31.949774","35.045937","yes","","972","","2545","720","GeoPoints/Dayr_Qaddis_972","","",""
"110","Dayr Tarif","دير طريف","דֵיר טַרִיף","dayr-tarif","Lydda","Ramle","","","836","1246","Village","Palestinian","1750","1750","","Built over","","","","","","","","1948-07-12","31.993000","34.939117","yes","49105","974","67","2546","654","al-Ramla/Dayr-Tarif","16982/dayr-tarif","21709/دير-طريف",""
"111","Khirbat al-Duhayriyya","خربة الضهيرية","","al-duhriyya","Lydda","Ramle","","","69","69","Village","Palestinian","100","100","","Depopulated","","","","","","","","1948-10-07","31.946029","34.935451","yes","","1296","68","2547","674","al-Ramla/al-Duhayriyya,-Khirbat","17050/khirbat-al-duhayriyya","21696/خربة-الضهيرية",""
"112","Gan Shelomo","","גן שלמה","gan-shelomo","Lydda","Ramle","Central","","","","Settlement","Jewish","240","","240","Remaining","Settlement","Jewish","500","","500","","1927","","31.877040","34.798770","yes","","2407","","2548","713","","","",""
"113","Gedera","غديرا","גדרה","gedera","Lydda","Ramle","Central","","","","Settlement","Jewish","970","","970","Remaining","Settlement","Jewish","26900","","26400","500","1884","","31.815192","34.775863","yes","","5864","","2549","655","","","",""
"114","Giv'at Brenner","","גבעת ברנר","givat-brenner","Lydda","Ramle","Central","","","","Settlement","Jewish","1010","","1010","Remaining","Settlement","Jewish","2700","","2600","100","1928","","31.866330","34.801410","yes","","2408","","2550","713","","","",""
"115","al-Haditha","الحديثة","אלחַדִיתָ'ה","al-haditha","Lydda","Ramle","","","415","520","Village","Palestinian","760","760","","Depopulated","","","","","","","","1948-07-12","31.962929","34.951460","yes","49177","1018","78","2551","656","al-Ramla/al-Haditha","16815/al-haditha","21688/الحديثة",""
"116","Idnibba","إدنبة","אִדְנִבָּה","idnibba","Lydda","Ramle","","","275","345","Village","Palestinian","490","490","","Depopulated","","","","","","","","1948-07-17","31.742266","34.855594","yes","48981","1186","61","2552","658","al-Ramla/Idnibba","17005/idnibba","21659/إدنبة",""
"117","Imwas","عمواس","עִמְוָּאס","imwas","Lydda","Ramle","","","824","1021","Village","Palestinian","1450","1450","","Depopulated","","","","","","","","1967-06-06","31.840461","34.992535","yes","52872","590","","2553","659","al-Ramla/Imwas","","",""
"118","Innaba","عنابة","עִנַּאבָּה","innaba","Lydda","Ramle","","","863","1135","Village","Palestinian","1420","1420","","Depopulated","","","","","","","","1948-07-10","31.902147","34.947836","yes","49376","591","69","2554","660","al-Ramla/Innaba","17010/innaba","21755/عنابة",""
"119","Jilya","جليا","גִ'לְיָא","jilya","Lydda","Ramle","","","269","271","Village","Palestinian","330","330","","Depopulated","","","","","","","","1948-07-17","31.770133","34.863722","yes","49076","1227","62","2555","661","al-Ramla/Jilya","17026/jilya","21684/جليا",""
"120","Jimzu","جمزو","גִ'מְזוּ","jimzu","Lydda","Ramle","","","898","1081","Village","Palestinian","1510","1510","","Depopulated","","","","","","","","1948-07-10","31.929847","34.946304","yes","49077","1228","70","2556","662","al-Ramla/Jimzu","17027/jimzu","21686/جمزو",""
"121","Jindus","جنداس","ג'ינדס","jindas","Lydda","Ramle","","","","","Village","Palestinian","","","","Depopulated","","","","","","","","1948-07-01","31.967826","34.906449","yes","49071","1229","80","2557","663","GeoPoints/Jindas_1229","","",""
"123","Kefar Bilu","كفار بيلو","כפר ביל""ו","kefar-bilu","Lydda","Ramle","Central","","","","Settlement","Jewish","230","","230","Remaining","Settlement","Jewish","1300","","1300","","1932","","31.877785","34.820269","yes","","3435","","2559","665","","","",""
"125","Kefar Menahem","كفار مناحيم","כפר מנחם","kefar-menahem","Lydda","Ramle","Southern","","","","Settlement","Jewish","290","","290","Remaining","Settlement","Jewish","1400","","1300","100","1937","","31.732668","34.836327","yes","","1821","","2561","666","","","",""
"126","Kefar Sirkin","كفار سيركين","כפר סירקין","kefar-sirkin","Lydda","Ramle","Central","","","","Settlement","Jewish","540","","540","Remaining","Settlement","Jewish","1400","","1400","","1936","","32.077107","34.923268","yes","","1823","","2562","667","","","",""
"127","Kefar Uriya","كفار أوريا","כפר אוריה","kefar-uriyya","Lydda","Ramle","Jerusalem","","","","Settlement","Jewish","20","","20","Remaining","Settlement","Jewish","900","","900","","1944","","31.792357","34.947861","yes","","1825","","2563","668","","","",""
"128","Khirbat al-Qubeiba","خربة القبيبة","","khirbat-al-qubeiba","Lydda","Ramle","Central","","","","Community","Palestinian","","","","Depopulated","","","","","","","","","31.946046","34.944884","yes","","1315","","2564","676","GeoPoints/Kh__al_Qubeiba_1315","","",""
"129","al-Khalayil","الخلايل","","al-khalayil","Lydda","Ramle","Central","","","","Village","Palestinian","","","","Depopulated","","","","","","","","","31.836707","34.950769","yes","","1028","","2565","669","GeoPoints/al_Khalayil_1028","","",""
"130","Kharbata","خربتا","","kharbata","Lydda","Ramle","West Bank","","338","469","Village","Palestinian","650","650","","Remaining","Village","Palestinian","3642","3642","","","","","31.944195","35.070575","yes","","1356","","2566","718","GeoPoints/Kharbata_1356","","",""
"131","Kharruba","خروبة","חַ'רּוּבָּה","kharruba","Lydda","Ramle","","","","119","Village","Palestinian","170","170","","Depopulated","","","","","","","","1948-07-10","31.913135","34.959784","yes","49175","1357","81","2567","670","al-Ramla/Kharruba","17043/kharruba","21698/خروبة",""
"132","al-Khayma","الخيمة","אלחַ'יְמָה","al-khayma","Lydda","Ramle","","","","141","Village","Palestinian","190","190","","Depopulated","","","","","","","","1948-07-01","31.762484","34.829838","yes","49172","1031","63","2568","671","al-Ramla/al-Khayma","17044/al-khayma","21702/الخيمة",""
"133","Khirbat Mismar","خربة مسمار","","khirbat-mismar","Lydda","Ramle","West Bank","","","","Community","Palestinian","","","","Abandoned","","","","","","","","","32.055539","35.004828","yes","","5650","","2569","675","GeoPoints/Kh__Mismar_5650","","",""
"134","Khulda","خلدة","חֻ'לְדַה","khulda","Lydda","Ramle","","","53","178","Village","Palestinian","280","280","","Depopulated","","","","","","","","1948-04-06","31.819502","34.903640","yes","49187","1368","33","2570","678","al-Ramla/Khulda","17079/khulda","21700/خلدة",""
"135","Hulda","حلدة","חולדה","hulda","Lydda","Ramle","Central","","","","Settlement","Jewish","260","","260","Remaining","Settlement","Jewish","1000","","1000","","1930","","31.831390","34.882580","yes","","1801","","2571","657","","","",""
"136","al-Kunayyisa","الكنيسة","אלכֻּנַיִּסָה","al-kunayyisa","Lydda","Ramle","","","","1135","Village","Palestinian","40","40","","Depopulated","","","","","","","","1948-07-10","31.888789","34.957633","yes","49233","1033","71","2572","679","al-Ramla/al-Kunayyisa","16832/al-kunayyisa","21767/الكنيسة",""
"137","al-Latrun","اللطرون","אללַטְרוּן","al-latrun","Lydda","Ramle","","","59","120","Village","Palestinian","190","190","","Depopulated","","","","","","","","1967-06-06","31.831472","34.982711","yes","49243","734","94","2573","680","al-Ramla/al-Latrun","16834/al-latrun","21769/اللطرون",""
"138","al-Lubban","اللبن","","al-lubban","Lydda","Ramle","West Bank","","221","298","Village","Palestinian","340","340","","Remaining","Village","Palestinian","1889","1889","","","","","32.033925","35.038241","yes","","1035","","2574","681","GeoPoints/al_Lubban_1035","","",""
"139","Lydda","اللد","לוד","lydda","Lydda","Ramle","Central","1945_Urban","8103","","Town","Palestinian","16780","16760","20","Appropriated","City","Mixed","73600","22100","45700","5800","","1948-07-11","31.954554","34.900155","yes","49245","214","72","2575","630","al-Ramla/al-Lydd","","",""
"140","al-Maghar","المغار","אלמַעַ'אר","al-maghar","Lydda","Ramle","","","966","1211","Village","Palestinian","1740","1740","","Depopulated","","","","","","","","1948-05-15","31.838366","34.781967","yes","49280","1037","51","2576","685","al-Ramla/al-Maghar","16835/al-maghar","21777/المغار",""
"141","Majdal Yaba","مجدل يابا","מַגְ'דַל יָאבָּא","majdal-yaba","Lydda","Ramle","","","726","966","Village","Palestinian","1520","1520","","Depopulated","","","","","","","","1948-07-13","32.081450","34.956983","yes","49254","1393","85","2577","682","al-Ramla/Majdal-Yaba","17090/majdal-yaba","21771/مجدل-يابا",""
"142","al-Mansura","المنصورة","אלמַנְסֿוּרַה","al-mansura-ramle","Lydda","Ramle","","","31","61","Village","Palestinian","90","90","","Depopulated","","","","","","","","1948-05-01","31.838008","34.856372","yes","49261","743","38","2578","683","al-Ramla/al-Mansura","16845/al-mansura","21779/المنصورة-",""
"143","Mazkeret Batyah ('Eqron)","مزكيرت بتيا","מזכרת בתיה","mazkeret-batya","Lydda","Ramle","Central","","","","Settlement","Jewish","450","","450","Remaining","Settlement","Jewish","13400","","13200","200","1883","","31.854573","34.838646","yes","","5720","","2579","716","","","",""
"144","Midya","المدية","","midya","Lydda","Ramle","West Bank","","245","286","Village","Palestinian","320","320","","Remaining","Village","Palestinian","1665","1665","","","","","31.935297","35.004867","yes","","1053","","2580","684","GeoPoints/al_Midya_1053","","",""
"145","al-Mukhayzin","المخيزن","אלמֻחַ'יזן","al-mukhayzin","Lydda","Ramle","","","","79","Village","Mixed","310","200","110","Depopulated","","","","","","","","1948-05-01","31.802348","34.810491","yes","49288","1054","39","2581","686","al-Ramla/al-Mukhayzin","16857/al-mukhayzin","21773/المخيزن",""
"146","al-Muzayri'a","المزيرعة","מֻזֵירִעָה","muzayria","Lydda","Ramle","","","578","780","Village","Palestinian","1160","1160","","Built over","","","","","","","","1948-07-16","32.049179","34.950623","yes","49287","753","82","2582","687","al-Ramla/al-Muzayri%27a","16860/al-muzayria","21775/المزيرعة",""
"147","al-Na'ani","النعاني","אלנַעַאני","al-naani","Lydda","Ramle","","","1004","1142","Village","Mixed","2060","1470","590","Depopulated","","","","","","","","1948-05-14","31.871329","34.871992","yes","49310","755","47","2583","688","al-Ramla/al-Na%27ani","16861/al-naani","21782/النعاني",""
"148","al-Nabi Rubin","النبي روبين","אלנַבִּי רוּבִּין","al-nabi-rubin-ramle","Lydda","Ramle","","","","","Village","Palestinian","1420","1420","","Depopulated","","","","","","","","1948-06-01","31.945439","34.742337","yes","49305","754","57","2584","689","al-Ramla/al-Nabi-Rubin","16862/al-nabi-rubin","21780/النبي-روبين",""
"150","Ni'lin","نعلين","","nilin","Lydda","Ramle","West Bank","","1160","1249","Village","Palestinian","1420","1420","","Remaining","Village","Palestinian","5852","5852","","","","","31.946900","35.022436","yes","","1458","","2586","691","GeoPoints/Ni_lin_1458","","",""
"151","Qatra","قطرة","קַטְרַה","qatra","Lydda","Ramle","","","640","822","Village","Palestinian","1210","1210","","Built over","","","","","","","","1948-05-06","31.821944","34.778152","yes","49450","1486","50","2587","692","al-Ramla/Qatra","17116/qatra","21763/قطرة",""
"152","Qazaza","قزازة","קַזַאזָה","qazaza","Lydda","Ramle","","","472","649","Village","Palestinian","940","940","","Depopulated","","","","","","","","1948-07-17","31.779051","34.876137","yes","49449","1488","64","2588","697","al-Ramla/Qazaza","17118/qazaza","21761/قزازة",""
"153","Qibya","قبية","","qibya","Lydda","Ramle","West Bank","","694","909","Village","Palestinian","1250","1250","","Remaining","Village","Palestinian","6272","6272","","","","","31.977559","35.010814","yes","","1489","","2589","693","GeoPoints/Qibya_1489","","",""
"154","al-Qubab","القباب","אלקֻבַּאבּ","al-qubab","Lydda","Ramle","","","1275","1502","Village","Palestinian","1980","1980","","Depopulated","","","","","","","","1948-06-06","31.866568","34.953006","yes","49458","1062","49","2590","694","al-Ramla/al-Qubab","16869/al-qubab","21757/القباب",""
"155","al-Qubayba","القبيبة","אלקֻבֵּיבַּה","al-qubayba-ramle","Lydda","Ramle","","","","799","Village","Palestinian","1720","1720","","Built over","","","","","","","","1948-05-27","31.895019","34.772664","yes","49456","1064","53","2591","695","al-Ramla/al-Qubayba","17059/al-qubayba","21759/القبيبة",""
"156","Qula","قولة","קוּלָה","qula","Lydda","Ramle","","","480","697","Village","Palestinian","1010","1010","","Depopulated","","","","","","","","1948-07-18","32.037573","34.955126","yes","49461","1493","73","2592","696","al-Ramla/Qula","17121/qula","21765/قولة",""
"157","al-Ramla","الرملة","רמלה","ramle","Lydda","Ramle","Central","1945_Urban","7312","","Town","Palestinian","15160","15160","","Appropriated","City","Mixed","75000","17300","54200","3500","","1948-07-12","31.925447","34.872346","yes","49477","530","74","2593","629","al-Ramla/al-Ramla","","",""
"158","Rantis","رنتيس","","rantis","Lydda","Ramle","West Bank","","824","954","Village","Palestinian","1280","1280","","Remaining","Village","Palestinian","3243","3243","","","","","32.027758","35.018593","yes","","1511","","2594","698","GeoPoints/Rantis_1511","","",""
